customer_id,age,gender,plan,monthly_bill,tenure,support_calls,data_usage,payment_method,churn
CUST01640,34,Male,Standard,67.89,59,4,25.53,Card,No
CUST01641,40,Female,Basic,34.79,4,4,2.78,Card,No
CUST01642,54,Male,Basic,29.82,31,4,47.17,Mobile Wallet,No
CUST01643,33,Female,Basic,40.87,26,0,26.79,Mobile Wallet,No
CUST01644,23,Male,Basic,24.44,41,0,24.7,Card,No
CUST01645,25,Male,Standard,43.77,2,3,45.01,Card,Yes
CUST01646,42,Female,Standard,40.42,8,2,29.13,Bank Transfer,No
CUST01647,35,Female,Standard,51.74,24,2,44.54,Bank Transfer,No
CUST01648,42,Male,Premium,50.43,40,0,40.95,Mobile Wallet,No
CUST01649,29,Female,Premium,68.72,25,4,18.53,Card,No
CUST01650,32,Male,Standard,35.59,62,4,20.97,Mobile Wallet,No
CUST01651,43,Female,Standard,48.02,58,3,,Mobile Wallet,Yes
CUST01652,58,Male,Premium,68.98,71,3,25.0,Bank Transfer,Yes
CUST01653,62,Female,Basic,29.16,32,3,13.38,Card,No
CUST01654,43,Male,Basic,35.5,46,4,12.24,Cash,No
CUST01655,64,Male,Basic,27.57,26,4,21.89,Cash,No
CUST01656,49,Male,Standard,48.71,42,4,26.9,Card,Yes
CUST01657,27,Female,Standard,58.4,7,3,22.91,Mobile Wallet,No
CUST01658,33,Male,Standard,37.98,56,3,20.32,Cash,No
CUST01659,24,Female,Standard,48.15,47,4,12.74,Bank Transfer,No
CUST01660,34,Female,Standard,43.29,50,2,9.69,Bank Transfer,Yes
CUST01661,40,Female,Basic,39.64,45,3,25.25,Bank Transfer,No
CUST01662,43,Male,Basic,29.88,68,3,9.09,Card,No
CUST01663,38,Female,Basic,28.23,44,1,7.55,Mobile Wallet,No
CUST01664,39,Female,Basic,44.51,25,2,68.54,Card,No
CUST01665,24,Female,Premium,50.34,52,4,42.44,Mobile Wallet,No
CUST01666,31,Male,Premium,61.7,18,4,12.43,Card,Yes
CUST01667,32,Female,Premium,63.13,7,4,26.39,Card,Yes
CUST01668,70,Female,Standard,35.4,22,3,25.27,Bank Transfer,No
CUST01669,24,Female,Standard,63.24,4,2,12.62,Bank Transfer,No
CUST01670,26,Female,Standard,52.8,29,3,4.94,Bank Transfer,No
CUST01671,68,Male,Standard,55.96,40,3,18.77,Cash,No
CUST01672,65,Male,Standard,61.69,52,1,24.18,Bank Transfer,No
CUST01673,25,Female,Standard,42.43,60,3,21.12,Mobile Wallet,No
CUST01674,67,Female,Standard,43.84,41,0,27.49,Card,No
CUST01675,40,Female,Standard,58.21,15,6,23.89,Card,No
CUST01676,46,Female,Basic,32.76,57,3,28.0,Card,Yes
CUST01677,35,Male,Standard,44.44,35,2,43.46,Card,No
CUST01678,48,Male,Standard,37.3,19,5,20.9,Card,No
CUST01679,47,Male,Basic,35.3,21,6,18.66,Mobile Wallet,No
CUST01680,69,Male,Premium,77.73,13,4,19.36,Bank Transfer,Yes
CUST01681,56,Female,Basic,33.93,21,4,39.76,Cash,Yes
CUST01682,52,Female,Basic,28.39,26,1,13.53,Mobile Wallet,No
CUST01683,35,Male,Basic,26.44,56,5,32.68,Card,No
CUST01684,59,Male,Premium,49.79,31,3,22.2,Mobile Wallet,No
CUST01685,56,Female,Standard,21.32,30,2,30.15,Bank Transfer,No
CUST01686,34,Female,Standard,67.54,24,4,6.04,Cash,No
CUST01687,31,Female,Premium,27.46,30,4,17.56,Card,No
CUST01688,48,Female,Basic,39.59,26,2,18.19,Bank Transfer,No
CUST01689,41,Female,Basic,23.79,54,5,2.44,Card,No
CUST01690,52,Male,Basic,33.8,21,6,11.37,Card,No
CUST01691,61,Male,Standard,47.98,23,3,42.87,Bank Transfer,No
CUST01692,62,Female,Standard,43.36,28,3,12.71,Mobile Wallet,No
CUST01693,51,Female,Basic,24.32,23,2,37.66,Mobile Wallet,Yes
CUST01694,20,Male,Basic,37.17,59,3,53.53,Bank Transfer,No
CUST01695,54,Female,Basic,31.44,53,2,12.47,Mobile Wallet,No
CUST01696,60,Male,Standard,50.16,53,7,7.3,Mobile Wallet,No
CUST01697,57,Male,Basic,25.49,34,0,3.01,Cash,No
CUST01698,43,Male,Basic,29.19,68,6,27.57,Card,No
CUST01699,40,Male,Standard,71.44,12,4,45.27,Card,No
CUST01700,61,Female,Standard,44.23,2,1,11.86,Cash,No
CUST01701,56,Female,Standard,55.21,25,5,65.68,Bank Transfer,Yes
CUST01702,32,Male,Standard,74.64,68,3,43.52,Card,No
CUST01703,66,Female,Standard,56.91,44,5,23.68,Mobile Wallet,Yes
CUST01704,21,Female,Standard,54.74,34,4,25.04,Card,No
CUST01705,46,Female,Premium,91.89,6,3,52.92,Mobile Wallet,Yes
CUST01706,39,Female,Basic,33.94,39,5,,Bank Transfer,No
CUST01707,42,Male,Standard,49.73,50,1,6.67,Bank Transfer,No
CUST01708,30,Female,Standard,36.72,24,1,38.42,Cash,No
CUST01709,35,Male,Basic,22.24,5,6,11.11,Bank Transfer,No
CUST01710,50,Male,Standard,55.8,54,2,14.2,Bank Transfer,No
CUST01711,33,Female,Basic,15.0,54,3,26.91,Bank Transfer,No
CUST01712,62,Male,Standard,47.68,10,4,33.11,Cash,No
CUST01713,59,Female,Standard,66.18,69,2,28.61,Mobile Wallet,No
CUST01714,61,Female,Basic,34.62,6,3,54.24,Card,No
CUST01715,19,Male,Standard,55.91,16,3,19.49,Card,Yes
CUST01716,52,Female,Standard,39.64,60,2,24.2,Bank Transfer,No
CUST01717,59,Male,Standard,47.54,14,2,12.11,Mobile Wallet,No
CUST01718,51,Male,Standard,53.83,33,3,34.95,Bank Transfer,No
CUST01719,47,Female,Basic,35.87,69,3,47.76,Mobile Wallet,No
CUST01720,30,Female,Standard,65.88,40,6,7.39,Mobile Wallet,No
CUST01721,30,Female,Premium,63.82,40,2,21.92,Card,No
CUST01722,35,Male,Basic,19.05,9,4,23.21,Bank Transfer,No
CUST01723,49,Female,Standard,68.81,67,0,2.32,Card,No
CUST01724,49,Male,Standard,47.22,48,1,21.0,Bank Transfer,No
CUST01725,52,Male,Standard,59.16,65,8,13.63,Card,No
CUST01726,56,Female,Basic,27.6,10,5,35.22,Bank Transfer,No
CUST01727,63,Female,Standard,42.23,6,4,10.19,Bank Transfer,No
CUST01728,69,Female,Standard,36.45,72,1,30.06,Card,No
CUST01729,46,Male,Premium,73.47,62,3,27.58,Mobile Wallet,Yes
CUST01730,66,Female,Basic,30.48,31,2,24.79,Bank Transfer,No
CUST01731,46,Male,Premium,66.96,6,0,19.78,Mobile Wallet,No
CUST01732,70,Female,Standard,52.63,34,6,52.7,Card,Yes
CUST01733,61,Female,Basic,42.34,67,2,32.99,Mobile Wallet,No
CUST01734,33,Male,Standard,58.31,62,0,14.54,Card,No
CUST01735,61,Male,Standard,49.96,12,2,24.58,Bank Transfer,No
CUST01736,64,Female,Basic,40.39,38,6,28.86,Mobile Wallet,No
CUST01737,27,Female,Basic,31.48,7,2,27.87,Mobile Wallet,Yes
CUST01738,47,Female,Premium,89.54,64,1,,Bank Transfer,No
CUST01739,42,Female,Premium,91.58,4,2,9.68,Cash,No
CUST01740,56,Female,Basic,40.69,21,2,40.29,Mobile Wallet,No
CUST01741,37,Male,Basic,23.74,36,7,19.64,Bank Transfer,Yes
CUST01742,22,Male,Standard,53.61,7,5,16.89,Mobile Wallet,No
CUST01743,18,Male,Standard,32.92,35,1,74.5,Cash,No
CUST01744,47,Male,Basic,33.73,49,4,36.1,Card,No
CUST01745,66,Female,Premium,61.51,11,6,16.23,Mobile Wallet,Yes
CUST01746,20,Male,Basic,34.51,24,2,16.3,Bank Transfer,No
CUST01747,62,Male,Standard,63.87,22,3,,Mobile Wallet,No
CUST01748,31,Male,Standard,54.14,43,4,1.91,Bank Transfer,No
CUST01749,47,Female,Standard,57.36,51,2,11.89,Card,No
CUST01750,67,Male,Basic,37.35,49,3,15.62,Card,No
CUST01751,21,Female,Standard,49.19,22,3,28.66,Card,Yes
CUST01752,35,Male,Premium,59.98,18,2,12.6,Bank Transfer,Yes
CUST01753,54,Female,Standard,53.21,44,4,22.18,Cash,Yes
CUST01754,42,Male,Standard,73.3,32,2,23.22,Cash,Yes
CUST01755,65,Female,Basic,23.69,58,2,34.73,Mobile Wallet,No
CUST01756,18,Male,Premium,60.79,56,6,24.95,Card,No
CUST01757,70,Female,Premium,78.97,9,2,18.52,Mobile Wallet,No
CUST01758,63,Female,Standard,51.97,63,1,20.31,Cash,No
CUST01759,32,Male,Standard,63.62,4,4,40.56,Mobile Wallet,No
CUST01760,26,Female,Premium,72.68,38,1,32.6,Mobile Wallet,No
CUST01761,32,Female,Basic,32.39,42,1,10.77,Card,No
CUST01762,66,Male,Standard,39.61,7,2,41.19,Mobile Wallet,Yes
CUST01763,41,Male,Standard,37.36,42,6,4.71,Mobile Wallet,Yes
CUST01764,21,Female,Standard,50.39,60,3,26.08,Mobile Wallet,No
CUST01765,29,Male,Premium,77.01,20,1,46.75,Bank Transfer,Yes
CUST01766,54,Male,Standard,38.93,63,4,40.17,Mobile Wallet,No
CUST01767,54,Male,Basic,30.97,21,5,18.46,Card,No
CUST01768,60,Female,Basic,23.37,5,3,16.94,Card,No
CUST01769,23,Female,Basic,28.01,30,7,11.5,Cash,Yes
CUST01770,56,Female,Standard,60.41,63,2,18.32,Card,No
CUST01771,63,Female,Basic,28.3,59,3,12.11,Cash,No
CUST01772,41,Female,Basic,39.82,38,1,37.27,Card,No
CUST01773,28,Female,Standard,49.51,36,4,14.89,Mobile Wallet,Yes
CUST01774,30,Female,Premium,81.67,38,2,10.74,Bank Transfer,Yes
CUST01775,51,Male,Premium,77.79,23,1,10.24,Cash,No
CUST01776,42,Female,Premium,93.69,23,4,13.06,Card,Yes
CUST01777,24,Female,Standard,62.0,58,7,34.29,Card,Yes
CUST01778,69,Male,Basic,17.95,48,4,10.17,Card,No
CUST01779,21,Male,Premium,57.17,6,2,5.23,Card,No
CUST01780,25,Male,Standard,64.21,46,2,14.15,Card,No
CUST01781,37,Female,Standard,64.74,15,4,50.65,Cash,No
CUST01782,46,Male,Standard,39.21,1,2,21.0,Mobile Wallet,No
CUST01783,70,Female,Premium,70.0,33,4,4.61,,No
CUST01784,68,Female,Standard,61.43,24,2,20.72,Card,Yes
CUST01785,62,Female,Basic,33.29,70,3,16.11,Mobile Wallet,No
CUST01786,63,Male,Standard,54.82,14,4,14.84,Card,No
CUST01787,27,Male,Basic,23.0,70,5,32.84,Card,No
CUST01788,60,Female,Premium,94.99,38,0,23.63,Mobile Wallet,Yes
CUST01789,51,Female,Standard,56.0,11,2,22.85,Card,No
CUST01790,43,Female,Standard,43.59,63,1,4.36,Bank Transfer,No
CUST01791,58,Male,Premium,78.22,32,2,19.94,Bank Transfer,No
CUST01792,66,Female,Standard,57.84,29,3,21.27,Bank Transfer,Yes
CUST01793,20,Male,Basic,22.13,30,1,4.66,Card,No
CUST01794,23,Female,Basic,25.88,29,1,36.78,Bank Transfer,No
CUST01795,22,Male,Standard,31.81,11,4,33.29,Cash,No
CUST01796,22,Female,Premium,72.22,49,1,11.5,Card,No
CUST01797,64,Male,Standard,46.58,64,1,16.47,Card,No
CUST01798,40,Male,Premium,74.12,38,4,11.06,Bank Transfer,Yes
CUST01799,66,Male,Basic,32.55,60,6,26.89,Mobile Wallet,No
CUST01800,26,Male,Basic,27.68,68,4,16.27,Mobile Wallet,No
CUST01801,52,Male,Basic,18.83,7,5,58.39,Mobile Wallet,Yes
CUST01802,37,Male,Standard,38.08,7,1,16.91,Card,No
CUST01803,66,Female,Basic,24.94,5,4,22.77,Cash,No
CUST01804,59,Female,Basic,19.56,68,3,5.43,Mobile Wallet,No
CUST01805,52,Female,Standard,47.62,47,3,10.64,Cash,No
CUST01806,67,Female,Standard,42.67,36,3,7.09,Cash,No
CUST01807,35,Male,Standard,51.78,15,4,3.23,Card,No
CUST01808,34,Female,Standard,57.34,39,3,26.58,Cash,No
CUST01809,41,Male,Standard,37.37,38,2,9.42,Mobile Wallet,Yes
CUST01810,20,Male,Standard,60.36,36,3,15.87,Card,No
CUST01811,49,Male,Premium,79.03,2,5,41.65,Bank Transfer,Yes
CUST01812,52,Female,Standard,43.33,15,0,15.93,Bank Transfer,No
CUST01813,55,Male,Basic,38.07,55,0,29.18,,No
CUST01814,30,Female,Basic,20.61,60,2,21.88,Mobile Wallet,No
CUST01815,64,Female,Basic,34.2,25,4,12.97,Card,Yes
CUST01816,42,Female,Premium,54.65,14,6,24.5,Mobile Wallet,No
CUST01817,26,Female,Basic,39.48,9,4,31.94,Card,No
CUST01818,21,Female,Premium,77.43,49,0,69.18,Bank Transfer,No
CUST01819,31,Male,Basic,22.63,35,2,44.06,Mobile Wallet,No
CUST01820,54,Male,Premium,74.96,5,1,30.8,Card,No
CUST01821,51,Female,Standard,43.6,17,5,11.01,Cash,No
CUST01822,28,Male,Standard,46.86,69,4,15.73,Bank Transfer,No
CUST01823,58,Female,Standard,42.55,54,3,12.99,Bank Transfer,No
CUST01824,20,Male,Basic,21.5,47,2,13.41,Bank Transfer,No
CUST01825,45,Male,Standard,53.84,49,3,10.12,Bank Transfer,No
CUST01826,46,Male,Basic,29.64,62,1,29.62,Mobile Wallet,No
CUST01827,26,Male,Standard,43.92,23,4,25.44,Card,No
CUST01828,20,Male,Standard,58.05,16,1,40.89,Mobile Wallet,No
CUST01829,42,Male,Basic,44.28,7,4,11.07,Mobile Wallet,Yes
CUST01830,51,Male,Premium,80.69,43,3,12.09,Bank Transfer,No
CUST01831,29,Male,Standard,48.45,44,7,33.42,Bank Transfer,No
CUST01832,59,Male,Standard,37.05,9,2,20.6,Cash,No
CUST01833,26,Male,Premium,66.73,71,3,6.5,Card,No
CUST01834,32,Male,Standard,53.65,60,5,42.28,Bank Transfer,No
CUST01835,57,Male,Standard,40.53,10,3,30.2,Card,No
CUST01836,42,Male,Standard,45.98,5,2,12.19,Bank Transfer,No
CUST01837,22,Female,Premium,67.02,51,1,18.88,Mobile Wallet,No
CUST01838,28,Male,Basic,28.87,7,1,27.58,Bank Transfer,No
CUST01839,51,Male,Standard,29.18,22,2,4.58,Mobile Wallet,No
CUST01840,41,Male,Standard,52.78,24,3,19.4,Card,No
CUST01841,32,Male,Basic,24.7,42,0,18.84,Cash,No
CUST01842,55,Male,Basic,22.3,22,6,21.8,Mobile Wallet,No
CUST01843,25,Male,Basic,37.31,35,0,13.57,Card,No
CUST01844,22,Female,Standard,37.89,55,1,22.64,Bank Transfer,Yes
CUST01845,65,Female,Premium,68.11,3,5,11.17,Mobile Wallet,No
CUST01846,43,Female,Standard,59.64,71,2,25.36,Mobile Wallet,No
CUST01847,35,Male,Standard,45.53,19,2,20.07,Mobile Wallet,No
CUST01848,23,Male,Basic,18.25,42,2,37.99,Cash,No
CUST01849,54,Male,Basic,29.27,46,3,8.69,Card,No
CUST01850,65,Female,Standard,40.42,72,7,19.18,Mobile Wallet,No
CUST01851,30,Male,Standard,58.62,20,4,28.17,Card,Yes
CUST01852,45,Male,Basic,19.85,33,3,25.49,Bank Transfer,Yes
CUST01853,22,Female,Standard,50.03,6,2,55.82,Card,No
CUST01854,30,Female,Premium,63.92,15,1,28.82,Mobile Wallet,No
CUST01855,34,Male,Standard,44.14,69,1,11.91,Cash,No
CUST01856,67,Male,Standard,46.4,31,3,27.27,Mobile Wallet,No
CUST01857,57,Male,Standard,44.01,6,10,24.71,Bank Transfer,No
CUST01858,62,Male,Basic,27.91,1,2,,Cash,Yes
CUST01859,49,Female,Basic,19.7,19,2,24.14,Cash,No
CUST01860,46,Male,Premium,88.08,15,3,23.33,Mobile Wallet,Yes
CUST01861,68,Male,Standard,54.29,34,2,32.12,,No
CUST01862,20,Female,Standard,39.22,64,0,11.28,Bank Transfer,No
CUST01863,57,Male,Basic,28.23,49,8,47.35,Mobile Wallet,No
CUST01864,51,Male,Standard,31.45,46,3,13.47,Mobile Wallet,No
CUST01865,57,Female,Basic,24.57,51,3,14.46,Cash,No
CUST01866,44,Female,Basic,32.86,11,4,11.17,Bank Transfer,Yes
CUST01867,30,Male,Basic,35.67,4,3,11.65,Bank Transfer,No
CUST01868,62,Female,Standard,51.3,41,2,26.04,Card,No
CUST01869,50,Female,Basic,30.69,64,2,24.83,Card,No
CUST01870,23,Male,Basic,22.31,1,3,35.15,Mobile Wallet,No
CUST01871,41,Female,Standard,39.82,9,4,52.32,Card,No
CUST01872,36,Male,Standard,48.59,39,1,31.02,Cash,No
CUST01873,33,Male,Standard,58.5,65,3,34.42,Mobile Wallet,No
CUST01874,57,Male,Standard,39.35,17,2,25.09,Mobile Wallet,No
CUST01875,45,Male,Premium,71.26,67,4,14.86,Card,No
CUST01876,50,Female,Basic,32.65,1,3,41.83,Mobile Wallet,No
CUST01877,65,Male,Basic,30.62,24,3,7.7,Bank Transfer,No
CUST01878,58,Male,Standard,34.46,20,5,12.44,Card,No
CUST01879,30,Male,Basic,37.72,64,2,15.21,Card,No
CUST01880,60,Male,Standard,36.9,20,4,43.18,Card,No
CUST01881,62,Female,Standard,43.32,40,1,28.25,Cash,No
CUST01882,42,Female,Premium,56.05,30,4,23.61,Cash,No
CUST01883,70,Female,Premium,70.11,23,2,11.57,Bank Transfer,No
CUST01884,59,Male,Premium,65.12,23,2,16.73,Card,No
CUST01885,53,Female,Basic,37.03,56,2,23.46,Mobile Wallet,No
CUST01886,44,Female,Premium,84.7,47,1,16.44,Bank Transfer,Yes
CUST01887,55,Male,Basic,24.4,17,3,78.29,Card,No
CUST01888,24,Female,Standard,43.92,2,3,27.46,Card,No
CUST01889,22,Male,Standard,54.11,33,2,2.59,Cash,No
CUST01890,60,Female,Basic,31.0,15,4,12.46,Bank Transfer,No
CUST01891,62,Female,Standard,49.28,32,5,54.58,Bank Transfer,Yes
CUST01892,68,Female,Basic,18.87,34,3,23.33,Card,No
CUST01893,48,Female,Basic,46.7,60,3,10.99,Card,No
CUST01894,40,Male,Premium,77.42,31,3,7.72,Card,No
CUST01895,59,Male,Basic,38.16,15,2,16.88,Mobile Wallet,No
CUST01896,27,Female,Basic,33.39,20,1,50.02,Bank Transfer,No
CUST01897,49,Male,Standard,49.02,31,7,30.13,Card,No
CUST01898,60,Female,Premium,59.86,2,4,33.23,Card,No
CUST01899,70,Female,Basic,41.58,13,1,12.72,Mobile Wallet,Yes
CUST01900,47,Female,Standard,49.29,16,4,20.29,Card,Yes
CUST01901,56,Female,Premium,64.0,15,5,35.65,Card,Yes
CUST01902,48,Female,Basic,29.89,25,5,27.27,Mobile Wallet,No
CUST01903,35,Female,Basic,34.17,28,1,11.76,Card,No
CUST01904,53,Male,Standard,50.15,12,3,36.44,Mobile Wallet,No
CUST01905,19,Male,Standard,46.12,54,2,55.46,Mobile Wallet,No
CUST01906,31,Female,Premium,73.9,58,1,7.21,Card,No
CUST01907,30,Male,Basic,24.14,16,3,16.67,Mobile Wallet,No
CUST01908,46,Female,Premium,75.58,62,4,19.36,Mobile Wallet,No
CUST01909,29,Male,Premium,85.62,10,5,29.75,Card,Yes
CUST01910,56,Male,Basic,43.38,66,3,25.59,Card,No
CUST01911,19,Male,Basic,45.28,52,4,24.02,Card,No
CUST01912,49,Female,Premium,88.32,30,4,21.86,Mobile Wallet,Yes
CUST01913,30,Male,Standard,42.07,16,4,23.78,Mobile Wallet,No
CUST01914,63,Female,Standard,58.54,10,2,30.07,Cash,No
CUST01915,44,Female,Standard,51.81,15,6,29.2,Mobile Wallet,Yes
CUST01916,66,Female,Standard,38.38,26,1,26.1,Card,No
CUST01917,58,Male,Premium,73.23,61,3,44.46,Card,No
CUST01918,34,Male,Basic,35.32,15,2,5.75,Mobile Wallet,Yes
CUST01919,57,Male,Basic,38.05,6,3,8.67,Mobile Wallet,No
CUST01920,48,Female,Premium,66.85,1,2,14.51,Card,Yes
CUST01921,51,Female,Premium,46.54,35,3,18.47,Card,No
CUST01922,41,Male,Standard,46.36,1,2,17.82,Mobile Wallet,No
CUST01923,62,Female,Premium,59.35,38,5,40.74,Cash,Yes
CUST01924,52,Male,Standard,56.49,41,2,28.05,Card,No
CUST01925,65,Male,Basic,29.7,12,4,23.5,Bank Transfer,No
CUST01926,23,Male,Premium,88.46,64,3,4.08,Bank Transfer,No
CUST01927,36,Male,Standard,39.8,10,1,50.79,Cash,Yes
CUST01928,47,Female,Basic,33.66,27,5,22.78,Bank Transfer,No
CUST01929,24,Male,Basic,22.52,39,2,5.74,Bank Transfer,No
CUST01930,27,Male,Standard,56.04,71,1,27.5,Mobile Wallet,No
CUST01931,58,Male,Premium,80.4,70,5,20.59,Cash,Yes
CUST01932,49,Male,Basic,33.87,45,2,43.85,Cash,No
CUST01933,51,Male,Basic,25.25,11,3,10.62,Card,Yes
CUST01934,45,Male,Standard,38.62,24,2,13.68,Bank Transfer,No
CUST01935,32,Male,Premium,75.62,57,2,19.17,Bank Transfer,No
CUST01936,47,Female,Standard,44.8,40,1,20.02,Card,No
CUST01937,54,Female,Standard,62.16,37,4,9.7,Mobile Wallet,Yes
CUST01938,46,Female,Standard,52.15,3,3,4.44,Bank Transfer,No
CUST01939,39,Female,Basic,25.16,68,1,26.32,Bank Transfer,No
CUST01940,21,Male,Standard,48.01,68,2,25.9,Mobile Wallet,No
CUST01941,37,Female,Basic,24.02,1,4,52.21,Card,No
CUST01942,49,Female,Premium,83.72,45,4,42.22,Mobile Wallet,No
CUST01943,53,Female,Basic,25.53,31,1,22.21,Mobile Wallet,No
CUST01944,67,Male,Standard,38.84,37,7,12.06,Cash,Yes
CUST01945,21,Female,Basic,20.06,69,4,35.25,Bank Transfer,No
CUST01946,44,Female,Standard,43.59,43,0,10.2,Card,No
CUST01947,34,Male,Basic,33.8,4,7,10.84,Cash,No
CUST01948,29,Female,Basic,33.88,71,4,27.55,Mobile Wallet,No
CUST01949,39,Male,Basic,32.17,29,4,14.44,Bank Transfer,No
CUST01950,34,Female,Standard,29.94,11,3,25.2,Mobile Wallet,No
CUST01951,27,Male,Standard,64.11,33,7,31.77,Bank Transfer,No
CUST01952,18,Female,Standard,64.59,53,3,9.07,Mobile Wallet,Yes
CUST01953,39,Female,Standard,29.47,17,5,14.09,Card,No
CUST01954,43,Female,Standard,52.13,12,6,42.63,Card,No
CUST01955,35,Male,Standard,59.47,1,2,33.46,Mobile Wallet,No
CUST01956,67,Female,Premium,66.67,56,6,33.03,Card,No
CUST01957,31,Male,Standard,45.64,23,4,12.6,Mobile Wallet,No
CUST01958,64,Male,Basic,26.17,7,5,22.71,Card,No
CUST01959,46,Male,Premium,83.54,41,1,6.13,Cash,Yes
CUST01960,29,Male,Basic,34.63,53,2,60.67,Card,No
CUST01961,53,Female,Premium,89.29,7,1,24.93,Cash,Yes
CUST01962,52,Female,Basic,27.6,66,3,12.91,Card,No
CUST01963,69,Female,Standard,71.86,53,0,17.95,Cash,No
CUST01964,29,Male,Basic,24.84,5,3,21.04,Bank Transfer,No
CUST01965,24,Female,Premium,58.81,36,3,10.86,Bank Transfer,No
CUST01966,46,Male,Standard,45.96,44,4,23.5,Card,No
CUST01967,28,Male,Basic,50.35,11,2,12.87,Bank Transfer,No
CUST01968,50,Male,Basic,35.05,64,4,5.56,Mobile Wallet,No
CUST01969,23,Female,Standard,63.44,21,3,30.58,Mobile Wallet,No
CUST01970,64,Female,Standard,60.65,4,3,17.94,Cash,No
CUST01971,32,Male,Standard,66.67,35,5,,Mobile Wallet,Yes
CUST01972,49,Female,Basic,24.27,35,1,32.4,Cash,No
CUST01973,68,Female,Standard,53.76,35,6,37.91,,No
CUST01974,28,Male,Standard,56.52,39,6,40.16,Cash,Yes
CUST01975,40,Male,Basic,29.29,33,7,22.86,Bank Transfer,No
CUST01976,43,Female,Basic,,68,3,17.18,Cash,No
CUST01977,51,Male,Standard,51.45,44,0,46.39,Cash,No
CUST01978,63,Male,Premium,88.91,51,4,15.64,Bank Transfer,Yes
CUST01979,51,Female,Basic,30.62,38,4,39.27,Mobile Wallet,No
CUST01980,46,Female,Standard,35.11,42,1,24.9,Card,No
CUST01981,21,Male,Basic,15.0,45,3,9.87,Bank Transfer,No
CUST01982,34,Female,Standard,52.89,30,5,44.02,Mobile Wallet,No
CUST01983,52,Male,Standard,41.7,35,5,17.36,Bank Transfer,Yes
CUST01984,30,Male,Basic,36.28,28,4,15.98,Cash,Yes
CUST01985,58,Female,Standard,50.6,41,2,19.23,Bank Transfer,No
CUST01986,56,Male,Premium,61.34,45,2,9.7,Mobile Wallet,No
CUST01987,32,Male,Premium,89.61,48,3,9.02,Mobile Wallet,No
CUST01988,46,Male,Basic,38.22,55,2,13.74,Card,Yes
CUST01989,46,Female,Basic,25.81,8,4,19.7,Mobile Wallet,Yes
CUST01990,28,Female,Premium,78.4,26,3,12.43,Bank Transfer,No
CUST01991,69,Female,Basic,28.81,29,3,31.17,Bank Transfer,No
CUST01992,49,Male,Standard,60.07,55,3,10.71,Mobile Wallet,No
CUST01993,19,Male,Basic,29.0,66,5,20.85,Cash,Yes
CUST01994,64,Female,Standard,34.62,70,1,18.42,Cash,No
CUST01995,31,Female,Basic,29.0,48,0,19.19,Mobile Wallet,No
CUST01996,37,Female,Premium,85.62,7,4,15.99,Cash,No
CUST01997,39,Male,Premium,91.98,6,3,12.57,Card,Yes
CUST01998,28,Female,Basic,20.95,37,4,30.08,Cash,No
CUST01999,44,Male,Premium,86.36,9,2,7.97,Mobile Wallet,Yes
CUST02000,20,Female,Standard,48.81,3,6,23.38,Bank Transfer,Yes
CUST02001,34,Male,Basic,26.03,53,0,25.66,Bank Transfer,No
CUST02002,61,Male,Standard,47.93,8,2,20.37,Card,No
CUST02003,45,Female,Standard,57.52,40,2,31.95,Bank Transfer,No
CUST02004,46,Male,Basic,31.26,17,7,28.43,Mobile Wallet,No
CUST02005,38,Female,Basic,30.75,70,4,24.44,Card,No
CUST02006,64,Male,Premium,82.81,47,2,22.83,Mobile Wallet,No
CUST02007,33,Male,Premium,87.71,11,3,22.61,Cash,No
CUST02008,54,Female,Premium,64.79,10,1,13.33,Card,No
CUST02009,37,Male,Basic,30.64,61,3,32.06,Cash,No
CUST02010,23,Female,Standard,56.11,2,3,27.08,Bank Transfer,No
CUST02011,36,Female,Basic,31.47,29,0,39.9,Bank Transfer,No
CUST02012,22,Female,Premium,92.46,70,3,29.55,Mobile Wallet,No
CUST02013,20,Male,Basic,39.62,51,1,12.01,Card,No
CUST02014,18,Male,Standard,55.98,66,3,28.64,,No
CUST02015,55,Male,Standard,49.27,68,2,6.87,Bank Transfer,No
CUST02016,32,Female,Premium,72.35,57,2,13.66,Cash,No
CUST02017,51,Female,Standard,38.98,41,2,31.81,Card,No
CUST02018,52,Male,Standard,66.2,64,3,7.73,Card,No
CUST02019,66,Male,Standard,60.11,4,2,18.04,Bank Transfer,Yes
CUST02020,42,Female,Premium,75.5,1,4,51.31,Bank Transfer,No
CUST02021,41,Male,Basic,31.38,7,4,17.59,Card,No
CUST02022,29,Female,Premium,58.88,8,5,6.81,Bank Transfer,No
CUST02023,35,Male,Premium,76.17,58,5,39.83,Cash,Yes
CUST02024,32,Female,Basic,,10,2,8.25,Card,Yes
CUST02025,61,Male,Basic,27.08,66,4,23.53,Bank Transfer,No
CUST02026,33,Male,Basic,39.34,22,3,26.71,Cash,No
CUST02027,44,Female,Basic,25.02,52,3,11.25,Card,No
CUST02028,25,Female,Standard,47.97,49,4,38.36,Cash,No
CUST02029,63,Female,Standard,49.75,67,3,11.65,Bank Transfer,No
CUST02030,42,Male,Standard,37.2,4,3,20.67,Bank Transfer,No
CUST02031,34,Female,Basic,31.59,57,2,18.09,Bank Transfer,No
CUST02032,46,Female,Standard,57.29,69,0,19.31,Card,No
CUST02033,70,Male,Standard,64.79,53,3,54.24,Bank Transfer,No
